#m_a [GeV]  T_R [GeV]  Omega h^2
2.089e-02  3.020e-03  2.615e+00  
2.291e-02  3.020e-03  1.701e+00  
2.512e-02  3.020e-03  1.044e+00  
2.754e-02  3.020e-03  6.005e-01  
3.020e-02  3.020e-03  3.215e-01  
3.311e-02  3.020e-03  1.590e-01  
3.631e-02  3.020e-03  7.201e-02  
3.981e-02  3.020e-03  2.958e-02  
4.365e-02  3.020e-03  1.091e-02  
4.786e-02  3.020e-03  3.577e-03  
5.248e-02  3.020e-03  1.029e-03  
5.754e-02  3.020e-03  2.568e-04  
6.310e-02  3.020e-03  5.537e-05  
6.918e-02  3.020e-03  1.070e-05  
7.586e-02  3.020e-03  1.803e-06  
8.318e-02  3.020e-03  2.156e-07  
9.120e-02  3.020e-03  2.045e-08  
1.000e-01  3.020e-03  1.504e-09  
1.096e-01  3.020e-03  8.364e-11  
1.202e-01  3.020e-03  3.423e-12  
1.318e-01  3.020e-03  1.001e-13  
1.445e-01  3.020e-03  2.022e-15  
1.585e-01  3.020e-03  2.724e-17  
1.738e-01  3.020e-03  2.353e-19  
1.905e-01  3.020e-03  1.249e-21  
2.089e-01  3.020e-03  3.881e-24  
2.291e-01  3.020e-03  6.710e-27  
2.512e-01  3.020e-03  6.097e-30  
2.754e-01  3.020e-03  2.736e-33  
3.020e-01  3.020e-03  5.665e-37  
3.311e-01  3.020e-03  5.021e-41  
3.631e-01  3.020e-03  1.755e-45  
3.981e-01  3.020e-03  2.212e-50  
4.365e-01  3.020e-03  9.108e-56  
4.786e-01  3.020e-03  1.100e-61  
5.248e-01  3.020e-03  3.460e-68  
5.754e-01  3.020e-03  2.490e-75  
6.310e-01  3.020e-03  3.556e-83  
6.918e-01  3.020e-03  8.619e-92  
7.586e-01  3.020e-03  2.989e-101  
8.318e-01  3.020e-03  1.229e-111  
9.120e-01  3.020e-03  4.878e-123  
1.000e+00  3.020e-03  1.491e-135  
1.000e-04  3.311e-03  1.799e+00  
1.096e-04  3.311e-03  1.970e+00  
1.202e-04  3.311e-03  2.157e+00  
1.318e-04  3.311e-03  2.361e+00  
1.445e-04  3.311e-03  2.584e+00  
1.585e-04  3.311e-03  2.827e+00  
1.738e-04  3.311e-03  3.092e+00  
1.905e-04  3.311e-03  3.380e+00  
2.089e-04  3.311e-03  3.694e+00  
2.291e-04  3.311e-03  4.036e+00  
2.512e-04  3.311e-03  4.408e+00  
2.754e-04  3.311e-03  4.811e+00  
3.020e-04  3.311e-03  5.249e+00  
3.311e-04  3.311e-03  5.723e+00  
3.631e-04  3.311e-03  6.236e+00  
3.981e-04  3.311e-03  6.791e+00  
4.365e-04  3.311e-03  7.391e+00  
4.786e-04  3.311e-03  8.037e+00  
5.248e-04  3.311e-03  8.733e+00  
5.754e-04  3.311e-03  9.481e+00  
6.310e-04  3.311e-03  1.028e+01  
6.918e-04  3.311e-03  1.114e+01  
7.586e-04  3.311e-03  1.206e+01  
8.318e-04  3.311e-03  1.303e+01  
9.120e-04  3.311e-03  1.407e+01  
1.000e-03  3.311e-03  1.516e+01  
1.096e-03  3.311e-03  1.632e+01  
1.202e-03  3.311e-03  1.753e+01  
1.318e-03  3.311e-03  1.879e+01  
1.445e-03  3.311e-03  2.010e+01  
1.585e-03  3.311e-03  2.146e+01  
1.738e-03  3.311e-03  2.285e+01  
1.905e-03  3.311e-03  2.425e+01  
2.089e-03  3.311e-03  2.567e+01  
2.291e-03  3.311e-03  2.707e+01  
2.512e-03  3.311e-03  2.844e+01  
2.754e-03  3.311e-03  2.976e+01  
3.020e-03  3.311e-03  3.099e+01  
3.311e-03  3.311e-03  3.211e+01  
3.631e-03  3.311e-03  3.307e+01  
3.981e-03  3.311e-03  3.386e+01  
4.365e-03  3.311e-03  3.442e+01  
4.786e-03  3.311e-03  3.473e+01  
5.248e-03  3.311e-03  3.474e+01  
5.754e-03  3.311e-03  3.442e+01  
6.310e-03  3.311e-03  3.376e+01  
6.918e-03  3.311e-03  3.273e+01  
7.586e-03  3.311e-03  3.132e+01  
8.318e-03  3.311e-03  2.954e+01  
9.120e-03  3.311e-03  2.743e+01  
1.000e-02  3.311e-03  2.503e+01  
1.096e-02  3.311e-03  2.239e+01  
1.202e-02  3.311e-03  1.959e+01  
1.318e-02  3.311e-03  1.673e+01  
1.445e-02  3.311e-03  1.390e+01  
1.585e-02  3.311e-03  1.121e+01  
1.738e-02  3.311e-03  8.735e+00  
1.905e-02  3.311e-03  6.553e+00  
2.089e-02  3.311e-03  4.712e+00  
2.291e-02  3.311e-03  3.234e+00  
2.512e-02  3.311e-03  2.106e+00  
2.754e-02  3.311e-03  1.293e+00  
3.020e-02  3.311e-03  7.444e-01  
3.311e-02  3.311e-03  3.990e-01  
3.631e-02  3.311e-03  1.975e-01  
3.981e-02  3.311e-03  8.949e-02  
4.365e-02  3.311e-03  3.677e-02  
4.786e-02  3.311e-03  1.358e-02  
5.248e-02  3.311e-03  4.454e-03  
5.754e-02  3.311e-03  1.282e-03  
6.310e-02  3.311e-03  3.200e-04  
6.918e-02  3.311e-03  6.904e-05  
7.586e-02  3.311e-03  1.335e-05  
8.318e-02  3.311e-03  2.258e-06  
9.120e-02  3.311e-03  2.701e-07  
1.000e-01  3.311e-03  2.563e-08  
1.096e-01  3.311e-03  1.886e-09  
1.202e-01  3.311e-03  1.049e-10  
1.318e-01  3.311e-03  4.294e-12  
1.445e-01  3.311e-03  1.256e-13  
1.585e-01  3.311e-03  2.537e-15  
1.738e-01  3.311e-03  3.420e-17  
1.905e-01  3.311e-03  2.955e-19  
2.089e-01  3.311e-03  1.568e-21  
2.291e-01  3.311e-03  4.874e-24  
2.512e-01  3.311e-03  8.427e-27  
2.754e-01  3.311e-03  7.658e-30  
3.020e-01  3.311e-03  3.437e-33  
3.311e-01  3.311e-03  7.117e-37  
3.631e-01  3.311e-03  6.308e-41  
3.981e-01  3.311e-03  2.205e-45  
4.365e-01  3.311e-03  2.780e-50  
4.786e-01  3.311e-03  1.145e-55  
5.248e-01  3.311e-03  1.382e-61  
5.754e-01  3.311e-03  4.348e-68  
6.310e-01  3.311e-03  3.130e-75  
6.918e-01  3.311e-03  4.469e-83  
7.586e-01  3.311e-03  1.083e-91  
8.318e-01  3.311e-03  3.757e-101  
9.120e-01  3.311e-03  1.545e-111  
1.000e+00  3.311e-03  6.132e-123  
1.000e-04  3.631e-03  1.982e+00  
1.096e-04  3.631e-03  2.170e+00  
1.202e-04  3.631e-03  2.377e+00  
1.318e-04  3.631e-03  2.602e+00  
1.445e-04  3.631e-03  2.848e+00  
1.585e-04  3.631e-03  3.116e+00  
1.738e-04  3.631e-03  3.409e+00  
1.905e-04  3.631e-03  3.728e+00  
2.089e-04  3.631e-03  4.076e+00  
2.291e-04  3.631e-03  4.455e+00  
2.512e-04  3.631e-03  4.866e+00  
2.754e-04  3.631e-03  5.314e+00  
3.020e-04  3.631e-03  5.800e+00  
3.311e-04  3.631e-03  6.327e+00  
3.631e-04  3.631e-03  6.899e+00  
3.981e-04  3.631e-03  7.518e+00  
4.365e-04  3.631e-03  8.187e+00  
4.786e-04  3.631e-03  8.910e+00  
5.248e-04  3.631e-03  9.690e+00  
5.754e-04  3.631e-03  1.053e+01  
6.310e-04  3.631e-03  1.143e+01  
6.918e-04  3.631e-03  1.240e+01  
7.586e-04  3.631e-03  1.343e+01  
8.318e-04  3.631e-03  1.454e+01  
9.120e-04  3.631e-03  1.572e+01  
1.000e-03  3.631e-03  1.697e+01  
1.096e-03  3.631e-03  1.829e+01  
1.202e-03  3.631e-03  1.969e+01  
1.318e-03  3.631e-03  2.116e+01  
1.445e-03  3.631e-03  2.269e+01  
1.585e-03  3.631e-03  2.428e+01  
1.738e-03  3.631e-03  2.592e+01  
1.905e-03  3.631e-03  2.761e+01  
2.089e-03  3.631e-03  2.932e+01  
2.291e-03  3.631e-03  3.104e+01  
2.512e-03  3.631e-03  3.275e+01  
2.754e-03  3.631e-03  3.442e+01  
3.020e-03  3.631e-03  3.602e+01  
3.311e-03  3.631e-03  3.753e+01  
3.631e-03  3.631e-03  3.890e+01  
3.981e-03  3.631e-03  4.010e+01  
4.365e-03  3.631e-03  4.107e+01  
4.786e-03  3.631e-03  4.178e+01  
5.248e-03  3.631e-03  4.218e+01  
5.754e-03  3.631e-03  4.222e+01  
6.310e-03  3.631e-03  4.187e+01  
6.918e-03  3.631e-03  4.109e+01  
7.586e-03  3.631e-03  3.987e+01  
8.318e-03  3.631e-03  3.818e+01  
9.120e-03  3.631e-03  3.606e+01  
1.000e-02  3.631e-03  3.351e+01  
1.096e-02  3.631e-03  3.060e+01  
1.202e-02  3.631e-03  2.740e+01  
1.318e-02  3.631e-03  2.401e+01  
1.445e-02  3.631e-03  2.052e+01  
1.585e-02  3.631e-03  1.707e+01  
1.738e-02  3.631e-03  1.378e+01  
1.905e-02  3.631e-03  1.075e+01  
2.089e-02  3.631e-03  8.072e+00  
2.291e-02  3.631e-03  5.810e+00  
2.512e-02  3.631e-03  3.991e+00  
2.754e-02  3.631e-03  2.601e+00  
3.020e-02  3.631e-03  1.599e+00  
3.311e-02  3.631e-03  9.214e-01  
3.631e-02  3.631e-03  4.943e-01  
3.981e-02  3.631e-03  2.448e-01  
4.365e-02  3.631e-03  1.110e-01  
4.786e-02  3.631e-03  4.566e-02  
5.248e-02  3.631e-03  1.687e-02  
5.754e-02  3.631e-03  5.535e-03  
6.310e-02  3.631e-03  1.594e-03  
6.918e-02  3.631e-03  3.982e-04  
7.586e-02  3.631e-03  8.594e-05  
8.318e-02  3.631e-03  1.663e-05  
9.120e-02  3.631e-03  2.823e-06  
1.000e-01  3.631e-03  3.379e-07  
1.096e-01  3.631e-03  3.207e-08  
1.202e-01  3.631e-03  2.360e-09  
1.318e-01  3.631e-03  1.313e-10  
1.445e-01  3.631e-03  5.377e-12  
1.585e-01  3.631e-03  1.572e-13  
1.738e-01  3.631e-03  3.178e-15  
1.905e-01  3.631e-03  4.284e-17  
2.089e-01  3.631e-03  3.703e-19  
2.291e-01  3.631e-03  1.965e-21  
2.512e-01  3.631e-03  6.109e-24  
2.754e-01  3.631e-03  1.056e-26  
3.020e-01  3.631e-03  9.602e-30  
3.311e-01  3.631e-03  4.310e-33  
3.631e-01  3.631e-03  8.925e-37  
3.981e-01  3.631e-03  7.912e-41  
4.365e-01  3.631e-03  2.766e-45  
4.786e-01  3.631e-03  3.487e-50  
5.248e-01  3.631e-03  1.436e-55  
5.754e-01  3.631e-03  1.734e-61  
6.310e-01  3.631e-03  5.456e-68  
6.918e-01  3.631e-03  3.927e-75  
7.586e-01  3.631e-03  5.608e-83  
8.318e-01  3.631e-03  1.360e-91  
9.120e-01  3.631e-03  4.715e-101  
1.000e+00  3.631e-03  1.939e-111  
1.000e-04  3.981e-03  2.182e+00  
1.096e-04  3.981e-03  2.390e+00  
1.202e-04  3.981e-03  2.618e+00  
1.318e-04  3.981e-03  2.866e+00  
1.445e-04  3.981e-03  3.138e+00  
1.585e-04  3.981e-03  3.434e+00  
1.738e-04  3.981e-03  3.757e+00  
1.905e-04  3.981e-03  4.110e+00  
2.089e-04  3.981e-03  4.495e+00  
2.291e-04  3.981e-03  4.914e+00  
2.512e-04  3.981e-03  5.370e+00  
2.754e-04  3.981e-03  5.866e+00  
3.020e-04  3.981e-03  6.405e+00  
3.311e-04  3.981e-03  6.990e+00  
3.631e-04  3.981e-03  7.626e+00  
3.981e-04  3.981e-03  8.315e+00  
4.365e-04  3.981e-03  9.061e+00  
4.786e-04  3.981e-03  9.867e+00  
5.248e-04  3.981e-03  1.074e+01  
5.754e-04  3.981e-03  1.168e+01  
6.310e-04  3.981e-03  1.269e+01  
6.918e-04  3.981e-03  1.378e+01  
7.586e-04  3.981e-03  1.495e+01  
8.318e-04  3.981e-03  1.620e+01  
9.120e-04  3.981e-03  1.753e+01  
1.000e-03  3.981e-03  1.896e+01  
1.096e-03  3.981e-03  2.047e+01  
1.202e-03  3.981e-03  2.207e+01  
1.318e-03  3.981e-03  2.376e+01  
1.445e-03  3.981e-03  2.553e+01  
1.585e-03  3.981e-03  2.739e+01  
1.738e-03  3.981e-03  2.932e+01  
1.905e-03  3.981e-03  3.131e+01  
2.089e-03  3.981e-03  3.335e+01  
2.291e-03  3.981e-03  3.543e+01  
2.512e-03  3.981e-03  3.752e+01  
2.754e-03  3.981e-03  3.959e+01  
3.020e-03  3.981e-03  4.163e+01  
3.311e-03  3.981e-03  4.359e+01  
3.631e-03  3.981e-03  4.544e+01  
3.981e-03  3.981e-03  4.712e+01  
4.365e-03  3.981e-03  4.859e+01  
4.786e-03  3.981e-03  4.979e+01  
5.248e-03  3.981e-03  5.068e+01  
5.754e-03  3.981e-03  5.119e+01  
6.310e-03  3.981e-03  5.128e+01  
6.918e-03  3.981e-03  5.089e+01  
7.586e-03  3.981e-03  4.998e+01  
8.318e-03  3.981e-03  4.852e+01  
9.120e-03  3.981e-03  4.651e+01  
1.000e-02  3.981e-03  4.396e+01  
1.096e-02  3.981e-03  4.089e+01  
1.202e-02  3.981e-03  3.738e+01  
1.318e-02  3.981e-03  3.350e+01  
1.445e-02  3.981e-03  2.938e+01  
1.585e-02  3.981e-03  2.514e+01  
1.738e-02  3.981e-03  2.093e+01  
1.905e-02  3.981e-03  1.691e+01  
2.089e-02  3.981e-03  1.320e+01  
2.291e-02  3.981e-03  9.927e+00  
2.512e-02  3.981e-03  7.153e+00  
2.754e-02  3.981e-03  4.918e+00  
3.020e-02  3.981e-03  3.208e+00  
3.311e-02  3.981e-03  1.974e+00  
3.631e-02  3.981e-03  1.139e+00  
3.981e-02  3.981e-03  6.112e-01  
4.365e-02  3.981e-03  3.029e-01  
4.786e-02  3.981e-03  1.374e-01  
5.248e-02  3.981e-03  5.658e-02  
5.754e-02  3.981e-03  2.092e-02  
6.310e-02  3.981e-03  6.867e-03  
6.918e-02  3.981e-03  1.978e-03  
7.586e-02  3.981e-03  4.946e-04  
8.318e-02  3.981e-03  1.068e-04  
9.120e-02  3.981e-03  2.068e-05  
1.000e-01  3.981e-03  3.523e-06  
1.096e-01  3.981e-03  4.218e-07  
1.202e-01  3.981e-03  4.005e-08  
1.318e-01  3.981e-03  2.948e-09  
1.445e-01  3.981e-03  1.641e-10  
1.585e-01  3.981e-03  6.721e-12  
1.738e-01  3.981e-03  1.966e-13  
1.905e-01  3.981e-03  3.975e-15  
2.089e-01  3.981e-03  5.359e-17  
2.291e-01  3.981e-03  4.632e-19  
2.512e-01  3.981e-03  2.459e-21  
2.754e-01  3.981e-03  7.646e-24  
3.020e-01  3.981e-03  1.322e-26  
3.311e-01  3.981e-03  1.202e-29  
3.631e-01  3.981e-03  5.396e-33  
3.981e-01  3.981e-03  1.118e-36  
4.365e-01  3.981e-03  9.908e-41  
4.786e-01  3.981e-03  3.464e-45  
5.248e-01  3.981e-03  4.367e-50  
5.754e-01  3.981e-03  1.799e-55  
6.310e-01  3.981e-03  2.172e-61  
6.918e-01  3.981e-03  6.834e-68  
7.586e-01  3.981e-03  4.919e-75  
8.318e-01  3.981e-03  7.026e-83  
9.120e-01  3.981e-03  1.703e-91  
1.000e+00  3.981e-03  5.907e-101  
1.000e-04  4.365e-03  2.402e+00  
1.096e-04  4.365e-03  2.631e+00  
1.202e-04  4.365e-03  2.882e+00  
1.318e-04  4.365e-03  3.156e+00  
1.445e-04  4.365e-03  3.455e+00  
1.585e-04  4.365e-03  3.782e+00  
1.738e-04  4.365e-03  4.139e+00  
1.905e-04  4.365e-03  4.529e+00  
2.089e-04  4.365e-03  4.954e+00  
2.291e-04  4.365e-03  5.417e+00  
2.512e-04  4.365e-03  5.921e+00  
2.754e-04  4.365e-03  6.470e+00  
3.020e-04  4.365e-03  7.068e+00  
3.311e-04  4.365e-03  7.717e+00  
3.631e-04  4.365e-03  8.423e+00  
3.981e-04  4.365e-03  9.188e+00  
4.365e-04  4.365e-03  1.002e+01  
4.786e-04  4.365e-03  1.092e+01  
5.248e-04  4.365e-03  1.189e+01  
5.754e-04  4.365e-03  1.294e+01  
6.310e-04  4.365e-03  1.407e+01  
6.918e-04  4.365e-03  1.529e+01  
7.586e-04  4.365e-03  1.661e+01  
8.318e-04  4.365e-03  1.802e+01  
9.120e-04  4.365e-03  1.953e+01  
1.000e-03  4.365e-03  2.114e+01  
1.096e-03  4.365e-03  2.286e+01  
1.202e-03  4.365e-03  2.468e+01  
1.318e-03  4.365e-03  2.662e+01  
1.445e-03  4.365e-03  2.866e+01  
1.585e-03  4.365e-03  3.081e+01  
1.738e-03  4.365e-03  3.305e+01  
1.905e-03  4.365e-03  3.539e+01  
2.089e-03  4.365e-03  3.780e+01  
2.291e-03  4.365e-03  4.028e+01  
2.512e-03  4.365e-03  4.280e+01  
2.754e-03  4.365e-03  4.533e+01  
3.020e-03  4.365e-03  4.786e+01  
3.311e-03  4.365e-03  5.034e+01  
3.631e-03  4.365e-03  5.273e+01  
3.981e-03  4.365e-03  5.498e+01  
4.365e-03  4.365e-03  5.703e+01  
4.786e-03  4.365e-03  5.884e+01  
5.248e-03  4.365e-03  6.033e+01  
5.754e-03  4.365e-03  6.143e+01  
6.310e-03  4.365e-03  6.209e+01  
6.918e-03  4.365e-03  6.223e+01  
7.586e-03  4.365e-03  6.180e+01  
8.318e-03  4.365e-03  6.073e+01  
9.120e-03  4.365e-03  5.900e+01  
1.000e-02  4.365e-03  5.660e+01  
1.096e-02  4.365e-03  5.353e+01  
1.202e-02  4.365e-03  4.984e+01  
1.318e-02  4.365e-03  4.559e+01  
1.445e-02  4.365e-03  4.090e+01  
1.585e-02  4.365e-03  3.590e+01  
1.738e-02  4.365e-03  3.075e+01  
1.905e-02  4.365e-03  2.563e+01  
2.089e-02  4.365e-03  2.072e+01  
2.291e-02  4.365e-03  1.620e+01  
2.512e-02  4.365e-03  1.219e+01  
2.754e-02  4.365e-03  8.792e+00  
3.020e-02  4.365e-03  6.050e+00  
3.311e-02  4.365e-03  3.950e+00  
3.631e-02  4.365e-03  2.432e+00  
3.981e-02  4.365e-03  1.404e+00  
4.365e-02  4.365e-03  7.545e-01  
4.786e-02  4.365e-03  3.742e-01  
5.248e-02  4.365e-03  1.699e-01  
5.754e-02  4.365e-03  7.000e-02  
6.310e-02  4.365e-03  2.589e-02  
6.918e-02  4.365e-03  8.505e-03  
7.586e-02  4.365e-03  2.451e-03  
8.318e-02  4.365e-03  6.133e-04  
9.120e-02  4.365e-03  1.325e-04  
1.000e-01  4.365e-03  2.568e-05  
1.096e-01  4.365e-03  4.389e-06  
1.202e-01  4.365e-03  5.258e-07  
1.318e-01  4.365e-03  4.994e-08  
1.445e-01  4.365e-03  3.677e-09  
1.585e-01  4.365e-03  2.047e-10  
1.738e-01  4.365e-03  8.388e-12  
1.905e-01  4.365e-03  2.454e-13  
2.089e-01  4.365e-03  4.963e-15  
2.291e-01  4.365e-03  6.693e-17  
2.512e-01  4.365e-03  5.786e-19  
2.754e-01  4.365e-03  3.072e-21  
3.020e-01  4.365e-03  9.553e-24  
3.311e-01  4.365e-03  1.653e-26  
3.631e-01  4.365e-03  1.502e-29  
3.981e-01  4.365e-03  6.745e-33  
4.365e-01  4.365e-03  1.397e-36  
4.786e-01  4.365e-03  1.239e-40  
5.248e-01  4.365e-03  4.332e-45  
5.754e-01  4.365e-03  5.461e-50  
6.310e-01  4.365e-03  2.249e-55  
6.918e-01  4.365e-03  2.717e-61  
7.586e-01  4.365e-03  8.548e-68  
8.318e-01  4.365e-03  6.153e-75  
9.120e-01  4.365e-03  8.789e-83  
1.000e+00  4.365e-03  2.131e-91  
1.000e-04  4.786e-03  2.643e+00  
1.096e-04  4.786e-03  2.895e+00  
1.202e-04  4.786e-03  3.171e+00  
1.318e-04  4.786e-03  3.473e+00  
1.445e-04  4.786e-03  3.803e+00  
1.585e-04  4.786e-03  4.164e+00  
1.738e-04  4.786e-03  4.558e+00  
1.905e-04  4.786e-03  4.988e+00  
2.089e-04  4.786e-03  5.457e+00  
2.291e-04  4.786e-03  5.968e+00  
2.512e-04  4.786e-03  6.526e+00  
2.754e-04  4.786e-03  7.134e+00  
3.020e-04  4.786e-03  7.795e+00  
3.311e-04  4.786e-03  8.515e+00  
3.631e-04  4.786e-03  9.297e+00  
3.981e-04  4.786e-03  1.015e+01  
4.365e-04  4.786e-03  1.107e+01  
4.786e-04  4.786e-03  1.207e+01  
5.248e-04  4.786e-03  1.315e+01  
5.754e-04  4.786e-03  1.432e+01  
6.310e-04  4.786e-03  1.559e+01  
6.918e-04  4.786e-03  1.696e+01  
7.586e-04  4.786e-03  1.843e+01  
8.318e-04  4.786e-03  2.001e+01  
9.120e-04  4.786e-03  2.171e+01  
1.000e-03  4.786e-03  2.353e+01  
1.096e-03  4.786e-03  2.548e+01  
1.202e-03  4.786e-03  2.756e+01  
1.318e-03  4.786e-03  2.976e+01  
1.445e-03  4.786e-03  3.210e+01  
1.585e-03  4.786e-03  3.457e+01  
1.738e-03  4.786e-03  3.717e+01  
1.905e-03  4.786e-03  3.988e+01  
2.089e-03  4.786e-03  4.271e+01  
2.291e-03  4.786e-03  4.563e+01  
2.512e-03  4.786e-03  4.863e+01  
2.754e-03  4.786e-03  5.169e+01  
3.020e-03  4.786e-03  5.476e+01  
3.311e-03  4.786e-03  5.783e+01  
3.631e-03  4.786e-03  6.084e+01  
3.981e-03  4.786e-03  6.375e+01  
4.365e-03  4.786e-03  6.649e+01  
4.786e-03  4.786e-03  6.901e+01  
5.248e-03  4.786e-03  7.122e+01  
5.754e-03  4.786e-03  7.305e+01  
6.310e-03  4.786e-03  7.443e+01  
6.918e-03  4.786e-03  7.526e+01  
7.586e-03  4.786e-03  7.546e+01  
8.318e-03  4.786e-03  7.497e+01  
9.120e-03  4.786e-03  7.372e+01  
1.000e-02  4.786e-03  7.168e+01  
1.096e-02  4.786e-03  6.881e+01  
1.202e-02  4.786e-03  6.513e+01  
1.318e-02  4.786e-03  6.068e+01  
1.445e-02  4.786e-03  5.555e+01  
1.585e-02  4.786e-03  4.988e+01  
1.738e-02  4.786e-03  4.382e+01  
1.905e-02  4.786e-03  3.756e+01  
2.089e-02  4.786e-03  3.134e+01  
2.291e-02  4.786e-03  2.536e+01  
2.512e-02  4.786e-03  1.984e+01  
2.754e-02  4.786e-03  1.494e+01  
3.020e-02  4.786e-03  1.079e+01  
3.311e-02  4.786e-03  7.431e+00  
3.631e-02  4.786e-03  4.856e+00  
3.981e-02  4.786e-03  2.993e+00  
4.365e-02  4.786e-03  1.729e+00  
4.786e-02  4.786e-03  9.298e-01  
5.248e-02  4.786e-03  4.614e-01  
5.754e-02  4.786e-03  2.096e-01  
6.310e-02  4.786e-03  8.645e-02  
6.918e-02  4.786e-03  3.200e-02  
7.586e-02  4.786e-03  1.052e-02  
8.318e-02  4.786e-03  3.033e-03  
9.120e-02  4.786e-03  7.592e-04  
1.000e-01  4.786e-03  1.641e-04  
1.096e-01  4.786e-03  3.183e-05  
1.202e-01  4.786e-03  5.459e-06  
1.318e-01  4.786e-03  6.542e-07  
1.445e-01  4.786e-03  6.216e-08  
1.585e-01  4.786e-03  4.578e-09  
1.738e-01  4.786e-03  2.550e-10  
1.905e-01  4.786e-03  1.045e-11  
2.089e-01  4.786e-03  3.058e-13  
2.291e-01  4.786e-03  6.186e-15  
2.512e-01  4.786e-03  8.344e-17  
2.754e-01  4.786e-03  7.216e-19  
3.020e-01  4.786e-03  3.832e-21  
3.311e-01  4.786e-03  1.192e-23  
3.631e-01  4.786e-03  2.062e-26  
3.981e-01  4.786e-03  1.875e-29  
4.365e-01  4.786e-03  8.419e-33  
4.786e-01  4.786e-03  1.744e-36  
5.248e-01  4.786e-03  1.546e-40  
5.754e-01  4.786e-03  5.409e-45  
6.310e-01  4.786e-03  6.819e-50  
6.918e-01  4.786e-03  2.809e-55  
7.586e-01  4.786e-03  3.393e-61  
8.318e-01  4.786e-03  1.068e-67  
9.120e-01  4.786e-03  7.685e-75  
1.000e+00  4.786e-03  1.098e-82  
1.000e-04  5.248e-03  2.907e+00  
1.096e-04  5.248e-03  3.185e+00  
1.202e-04  5.248e-03  3.489e+00  
1.318e-04  5.248e-03  3.822e+00  
1.445e-04  5.248e-03  4.185e+00  
1.585e-04  5.248e-03  4.583e+00  
1.738e-04  5.248e-03  5.017e+00  
1.905e-04  5.248e-03  5.491e+00  
2.089e-04  5.248e-03  6.009e+00  
2.291e-04  5.248e-03  6.574e+00  
2.512e-04  5.248e-03  7.190e+00  
2.754e-04  5.248e-03  7.861e+00  
3.020e-04  5.248e-03  8.593e+00  
3.311e-04  5.248e-03  9.389e+00  
3.631e-04  5.248e-03  1.026e+01  
3.981e-04  5.248e-03  1.120e+01  
4.365e-04  5.248e-03  1.222e+01  
4.786e-04  5.248e-03  1.333e+01  
5.248e-04  5.248e-03  1.454e+01  
5.754e-04  5.248e-03  1.584e+01  
6.310e-04  5.248e-03  1.725e+01  
6.918e-04  5.248e-03  1.878e+01  
7.586e-04  5.248e-03  2.043e+01  
8.318e-04  5.248e-03  2.220e+01  
9.120e-04  5.248e-03  2.411e+01  
1.000e-03  5.248e-03  2.616e+01  
1.096e-03  5.248e-03  2.836e+01  
1.202e-03  5.248e-03  3.071e+01  
1.318e-03  5.248e-03  3.322e+01  
1.445e-03  5.248e-03  3.588e+01  
1.585e-03  5.248e-03  3.871e+01  
1.738e-03  5.248e-03  4.169e+01  
1.905e-03  5.248e-03  4.483e+01  
2.089e-03  5.248e-03  4.811e+01  
2.291e-03  5.248e-03  5.153e+01  
2.512e-03  5.248e-03  5.507e+01  
2.754e-03  5.248e-03  5.870e+01  
3.020e-03  5.248e-03  6.240e+01  
3.311e-03  5.248e-03  6.614e+01  
3.631e-03  5.248e-03  6.986e+01  
3.981e-03  5.248e-03  7.352e+01  
4.365e-03  5.248e-03  7.705e+01  
4.786e-03  5.248e-03  8.039e+01  
5.248e-03  5.248e-03  8.346e+01  
5.754e-03  5.248e-03  8.616e+01  
6.310e-03  5.248e-03  8.842e+01  
6.918e-03  5.248e-03  9.012e+01  
7.586e-03  5.248e-03  9.116e+01  
8.318e-03  5.248e-03  9.145e+01  
9.120e-03  5.248e-03  9.091e+01  
1.000e-02  5.248e-03  8.945e+01  
1.096e-02  5.248e-03  8.701e+01  
1.202e-02  5.248e-03  8.357e+01  
1.318e-02  5.248e-03  7.915e+01  
1.445e-02  5.248e-03  7.380e+01  
1.585e-02  5.248e-03  6.761e+01  
1.738e-02  5.248e-03  6.076e+01  
1.905e-02  5.248e-03  5.341e+01  
2.089e-02  5.248e-03  4.583e+01  
2.291e-02  5.248e-03  3.827e+01  
2.512e-02  5.248e-03  3.100e+01  
2.754e-02  5.248e-03  2.427e+01  
3.020e-02  5.248e-03  1.829e+01  
3.311e-02  5.248e-03  1.322e+01  
3.631e-02  5.248e-03  9.113e+00  
3.981e-02  5.248e-03  5.959e+00  
4.365e-02  5.248e-03  3.676e+00  
4.786e-02  5.248e-03  2.126e+00  
5.248e-02  5.248e-03  1.144e+00  
5.754e-02  5.248e-03  5.681e-01  
6.310e-02  5.248e-03  2.583e-01  
6.918e-02  5.248e-03  1.066e-01  
7.586e-02  5.248e-03  3.947e-02  
8.318e-02  5.248e-03  1.298e-02  
9.120e-02  5.248e-03  3.746e-03  
1.000e-01  5.248e-03  9.382e-04  
1.096e-01  5.248e-03  2.029e-04  
1.202e-01  5.248e-03  3.939e-05  
1.318e-01  5.248e-03  6.777e-06  
1.445e-01  5.248e-03  8.125e-07  
1.585e-01  5.248e-03  7.723e-08  
1.738e-01  5.248e-03  5.690e-09  
1.905e-01  5.248e-03  3.170e-10  
2.089e-01  5.248e-03  1.300e-11  
2.291e-01  5.248e-03  3.805e-13  
2.512e-01  5.248e-03  7.699e-15  
2.754e-01  5.248e-03  1.039e-16  
